"airline";"flight number";"origin airport";"destination airport";"origin city";"destination city";"origin country";"destination country";"STD";"STA";"UTC diff origin";"UTC diff destination";"days of operation";"AC type";"seat capacity"
"XY";756;"FCO";"IKA";"ROM";"THR";"IT";"IR";"19:30";"02:50";120;270;".2.4.67";320;167
"XY";398;"FCO";"MPL";"ROM";"MPL";"IT";"FR";"08:30";"10:05";120;120;"..3...7";"E90";108
"XY";1799;"FCO";"PMO";"ROM";"PMO";"IT";"IT";"14:55";"16:05";120;120;"123456.";319;138
"XY";1413;"FCO";"TRN";"ROM";"TRN";"IT";"IT";"10:10";"11:30";120;120;"1234567";"32S";168
"XY";784;"FCO";"NRT";"ROM";"TYO";"IT";"JP";"15:15";"10:25";120;540;"1.34567";772;293
"XY";1831;"FCO";"LMP";"ROM";"LMP";"IT";"IT";"08:00";"09:25";120;120;".....67";320;167
"XY";1607;"FCO";"BRI";"ROM";"BRI";"IT";"IT";"17:00";"18:05";120;120;".....6.";319;138
"XY";2090;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"16:30";"17:40";120;120;"12345..";"32S";168
"XY";1840;"FCO";"PNL";"ROM";"PNL";"IT";"IT";"10:00";"11:15";120;120;".....67";320;167
"XY";1383;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"10:20";"11:25";120;120;"......7";"E75";76
"XY";1127;"FCO";"AOI";"ROM";"AOI";"IT";"IT";"10:10";"11:10";120;120;"123456.";"E75";76
"XY";316;"FCO";"CDG";"ROM";"PAR";"IT";"FR";"08:20";"10:30";120;120;"1234567";321;200
"XY";1615;"FCO";"BRI";"ROM";"BRI";"IT";"IT";"19:00";"20:05";120;120;"1......";"32S";168
"XY";802;"FCO";"ALG";"ROM";"ALG";"IT";"DZ";"21:20";"22:20";120;60;"1234567";319;138
"XY";1385;"FCO";"GOA";"ROM";"GOA";"IT";"IT";"19:05";"20:10";120;120;"12345.7";"E75";76
"XY";808;"FCO";"TLV";"ROM";"TLV";"IT";"IL";"10:55";"15:15";120;180;"1234567";321;200
"XY";326;"FCO";"CDG";"ROM";"PAR";"IT";"FR";"18:50";"21:00";120;120;"12345.7";"32S";168
"XY";1619;"FCO";"BDS";"ROM";"BDS";"IT";"IT";"10:10";"11:25";120;120;"1234567";"32S";168
"XY";1709;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"08:10";"09:25";120;120;"1.3..6.";321;200
"XY";2016;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"08:00";"09:10";120;120;".....6.";319;138
"XY";1623;"FCO";"BDS";"ROM";"BDS";"IT";"IT";"16:50";"18:05";120;120;"1234567";321;200
"XY";482;"FCO";"KBP";"ROM";"IEV";"IT";"UA";"09:05";"12:55";120;180;"123.567";319;138
"XY";814;"FCO";"TLV";"ROM";"TLV";"IT";"IL";"22:15";"02:35";120;180;"...4...";321;200
"XY";1759;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"20:20";"21:35";120;120;"1234567";"32S";168
"XY";620;"FCO";"LAX";"ROM";"LAX";"IT";"US";"10:20";"14:25";120;-420;"1234567";772;293
"XY";1030;"FCO";"MXP";"ROM";"MIL";"IT";"IT";"21:00";"22:20";120;120;"1234567";319;138
"XY";818;"FCO";"AMM";"ROM";"AMM";"IT";"JO";"22:30";"03:00";120;180;"..3..6.";"32S";168
"XY";56;"FCO";"BIO";"ROM";"BIO";"IT";"ES";"09:40";"12:05";120;120;"......7";320;167
"XY";2044;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"15:00";"16:10";120;120;"12345..";319;138
"XY";630;"FCO";"MIA";"ROM";"MIA";"IT";"US";"10:30";"15:35";120;-240;"1234567";330;243
"XY";58;"FCO";"MAD";"ROM";"MAD";"IT";"ES";"08:05";"10:40";120;120;"1234567";"32S";168
"XY";366;"FCO";"TLS";"ROM";"TLS";"IT";"FR";"11:45";"13:35";120;120;"12345.7";"E75";76
"XY";1663;"FCO";"PSA";"ROM";"PSA";"IT";"IT";"08:45";"09:40";120;120;"1234567";"E75";76
"XY";2030;"FCO";"LIN";"ROM";"MIL";"IT";"IT";"09:30";"10:40";120;120;"123456.";"32S";168
"XY";1605;"FCO";"BRI";"ROM";"BRI";"IT";"IT";"14:45";"15:50";120;120;"1234567";"32S";168
"XY";1669;"FCO";"PSA";"ROM";"PSA";"IT";"IT";"14:50";"15:45";120;120;"1234567";"E75";76
"XY";64;"FCO";"MAD";"ROM";"MAD";"IT";"ES";"21:10";"23:45";120;120;"1.3456.";321;200
"XY";844;"FCO";"LOS";"ROM";"LOS";"IT";"NG";"15:00";"19:45";120;60;"1.3..6.";330;243
"XY";70;"FCO";"BCN";"ROM";"BCN";"IT";"ES";"14:35";"16:25";120;120;"1234567";321;200
"XY";1673;"FCO";"PSA";"ROM";"PSA";"IT";"IT";"21:10";"22:05";120;120;"1234567";"E75";76
"XY";852;"FCO";"AUH";"ROM";"AUH";"IT";"AE";"21:45";"05:35";120;240;".....67";330;243
"XY";72;"FCO";"BCN";"ROM";"BCN";"IT";"ES";"16:40";"18:30";120;120;"1234567";"32S";168
"XY";1677;"FCO";"FLR";"ROM";"FLR";"IT";"IT";"14:30";"15:30";120;120;"1234567";319;138
"XY";540;"FCO";"LED";"ROM";"LED";"IT";"RU";"10:40";"16:25";120;240;"1..4.67";"32S";168
"XY";800;"FCO";"ALG";"ROM";"ALG";"IT";"DZ";"13:05";"14:05";120;60;".....6.";320;167
"XY";1709;"FCO";"CTA";"ROM";"CTA";"IT";"IT";"08:10";"09:25";120;120;".2.45..";"32S";168
"XY";78;"FCO";"BCN";"ROM";"BCN";"IT";"ES";"21:10";"23:00";120;120;"1.34567";"32S";168
"XY";1493;"FCO";"VRN";"ROM";"VRN";"IT";"IT";"16:30";"17:35";120;120;"12.4567";"E90";108
"XY";108;"FCO";"AMS";"ROM";"AMS";"IT";"NL";"08:00";"10:35";120;120;"1234567";321;200
"XY";870;"FCO";"TIP";"ROM";"TIP";"IT";"LY";"14:50";"16:45";120;120;"1234567";319;138
